DATE,GDPC1,UNRATE,PCEPI,GDPI
2005-06-01,,5.0,81.7,
2005-07-01,16047.587,5.0,82.046,76.45151689992173
2005-08-01,,4.9,82.377,
2005-09-01,,5.0,83.172,
2005-10-01,16136.734,5.0,83.305,76.87621772111542
2005-11-01,,5.0,83.131,
2005-12-01,,4.9,83.131,
2006-01-01,16353.835,4.7,83.534,77.9104978761624
2006-02-01,,4.8,83.584,
2006-03-01,,4.7,83.746,
2006-04-01,16396.151,4.7,84.135,78.11209344247011
2006-05-01,,4.6,84.361,
2006-06-01,,4.6,84.569,
2006-07-01,16420.738,4.7,84.858,78.22922715522196
2006-08-01,,4.7,85.125,
2006-09-01,,4.5,84.902,
2006-10-01,16561.866,4.4,84.702,78.90156809202774
2006-11-01,,4.5,84.731,
2006-12-01,,4.4,85.032,
2007-01-01,16611.69,4.6,85.316,79.1389321504386
2007-02-01,,4.5,85.581,
2007-03-01,,4.4,85.894,
2007-04-01,16713.314,4.5,86.096,79.62307403129817
2007-05-01,,4.4,86.346,
2007-06-01,,4.6,86.529,
2007-07-01,16809.587,4.7,86.661,80.08172347725578
2007-08-01,,4.6,86.72,
2007-09-01,,4.7,87.054,
2007-10-01,16915.191,4.7,87.318,80.5848262796085
2007-11-01,,4.7,87.781,
2007-12-01,,5.0,87.984,
2008-01-01,16843.003,5.0,88.206,80.24091899298831
2008-02-01,,4.9,88.382,
2008-03-01,,5.1,88.635,
2008-04-01,16943.291,5.0,88.799,80.718696102211
2008-05-01,,5.4,89.18,
2008-06-01,,5.6,89.827,
2008-07-01,16854.295,5.8,90.245,80.29471465266187
2008-08-01,,6.1,90.172,
2008-09-01,,6.1,90.247,
2008-10-01,16485.35,6.5,89.651,78.53704199429637
2008-11-01,,6.8,88.593,
2008-12-01,,7.3,88.098,
2009-01-01,16298.262,7.8,88.108,77.64574529070023
2009-02-01,,8.3,88.266,
2009-03-01,,8.7,88.169,
2009-04-01,16269.145,9.0,88.295,77.50703042861068
2009-05-01,,9.4,88.387,
2009-06-01,,9.5,88.912,
2009-07-01,16326.281,9.5,88.922,77.77922922520196
2009-08-01,,9.6,89.18,
2009-09-01,,9.8,89.324,
2009-10-01,16502.754,10.0,89.663,78.61995553139865
2009-11-01,,9.9,89.887,
2009-12-01,,9.9,89.939,
2010-01-01,16582.71,9.8,90.136,79.00086996328488
2010-02-01,,9.8,90.134,
2010-03-01,,9.9,90.261,
2010-04-01,16743.162,9.9,90.31,79.76527141439566
2010-05-01,,9.6,90.339,
2010-06-01,,9.4,90.301,
2010-07-01,16872.266,9.4,90.378,80.38032940646931
2010-08-01,,9.5,90.502,
2010-09-01,,9.5,90.592,
2010-10-01,16960.864,9.4,90.881,80.80241476386912
2010-11-01,,9.8,91.062,
2010-12-01,,9.3,91.268,
2011-01-01,16920.632,9.1,91.542,80.61074747906687
2011-02-01,,9.0,91.797,
2011-03-01,,9.0,92.166,
2011-04-01,17035.114,9.1,92.557,81.15614552288099
2011-05-01,,9.0,92.838,
2011-06-01,,9.1,92.819,
2011-07-01,17031.313,9.0,92.977,81.13803736644995
2011-08-01,,9.0,93.196,
2011-09-01,,9.0,93.327,
2011-10-01,17222.583,8.8,93.329,82.04925732976581
2011-11-01,,8.6,93.52,
2011-12-01,,8.5,93.574,
2012-01-01,17367.01,8.3,93.894,82.73731486958815
2012-02-01,,8.3,94.104,
2012-03-01,,8.2,94.284,
2012-04-01,17444.525,8.2,94.408,83.10660025389531
2012-05-01,,8.2,94.302,
2012-06-01,,8.2,94.254,
2012-07-01,17469.65,8.2,94.288,83.2262970258842
2012-08-01,,8.1,94.605,
2012-09-01,,7.8,94.893,
2012-10-01,17489.852,7.8,95.174,83.32254037663917
2012-11-01,,7.7,95.109,
2012-12-01,,7.9,95.094,
2013-01-01,17662.4,8.0,95.275,84.14456778412715
2013-02-01,,7.7,95.614,
2013-03-01,,7.5,95.488,
2013-04-01,17709.671,7.6,95.391,84.36976922128876
2013-05-01,,7.5,95.461,
2013-06-01,,7.5,95.673,
2013-07-01,17860.45,7.3,95.792,85.08808801069014
2013-08-01,,7.2,95.934,
2013-09-01,,7.2,95.976,
2013-10-01,18016.147,7.2,96.103,85.82983640107227
2013-11-01,,6.9,96.246,
2013-12-01,,6.7,96.414,
2014-01-01,17953.974,6.6,96.614,85.5336410814757
2014-02-01,,6.7,96.66,
2014-03-01,,6.7,96.815,
2014-04-01,18185.911,6.2,96.987,86.63860069161629
2014-05-01,,6.3,97.147,
2014-06-01,,6.1,97.253,
2014-07-01,18406.941,6.2,97.391,87.69159880157447
2014-08-01,,6.1,97.379,
2014-09-01,,5.9,97.413,
2014-10-01,18500.031,5.7,97.384,88.13508427438815
2014-11-01,,5.8,97.291,
2014-12-01,,5.6,97.12,
2015-01-01,18666.621,5.7,96.654,88.9287274682439
2015-02-01,,5.5,96.825,
2015-03-01,,5.4,97.008,
2015-04-01,18782.243,5.4,97.094,89.47955652977214
2015-05-01,,5.6,97.327,
2015-06-01,,5.3,97.516,
2015-07-01,18857.418,5.2,97.605,89.83769403561347
2015-08-01,,5.1,97.612,
2015-09-01,,5.0,97.477,
2015-10-01,18892.206,5.0,97.477,90.00342582880545
2015-11-01,,5.1,97.538,
2015-12-01,,5.0,97.456,
2016-01-01,19001.69,4.8,97.496,90.52501314758871
2016-02-01,,4.9,97.445,
2016-03-01,,5.0,97.673,
2016-04-01,19062.709,5.1,97.993,90.81571075276239
2016-05-01,,4.8,98.153,
2016-06-01,,4.9,98.325,
2016-07-01,19197.938,4.8,98.342,91.45994855492289
2016-08-01,,4.9,98.479,
2016-09-01,,5.0,98.666,
2016-10-01,19304.352,4.9,98.868,91.96691023828303
2016-11-01,,4.7,98.901,
2016-12-01,,4.7,99.071,
2017-01-01,19398.343,4.7,99.451,92.41468812071113
2017-02-01,,4.6,99.586,
2017-03-01,,4.4,99.535,
2017-04-01,19506.949,4.4,99.725,92.9320926030444
2017-05-01,,4.4,99.682,
2017-06-01,,4.3,99.766,
2017-07-01,19660.766,4.3,99.803,93.66488457824883
2017-08-01,,4.4,100.027,
2017-09-01,,4.3,100.4,
2017-10-01,19882.352,4.2,100.531,94.72053150035532
2017-11-01,,4.2,100.675,
2017-12-01,,4.1,100.821,
2018-01-01,20044.077,4.0,101.199,95.49099758791353
2018-02-01,,4.1,101.416,
2018-03-01,,4.0,101.524,
2018-04-01,20150.476,4.0,101.766,95.99788781051426
2018-05-01,,3.8,101.941,
2018-06-01,,4.0,102.029,
2018-07-01,20276.154,3.8,102.137,96.5966241651418
2018-08-01,,3.8,102.208,
2018-09-01,,3.7,102.418,
2018-10-01,20304.874,3.8,102.595,96.73344769913267
2018-11-01,,3.8,102.63,
2018-12-01,,3.9,102.701,
2019-01-01,20415.15,4.0,102.714,97.25880814601206
2019-02-01,,3.8,102.862,
2019-03-01,,3.8,103.056,
2019-04-01,20584.528,3.6,103.371,98.06573351301425
2019-05-01,,3.7,103.426,
2019-06-01,,3.6,103.469,
2019-07-01,20817.581,3.7,103.608,99.17600980365393
2019-08-01,,3.7,103.661,
2019-09-01,,3.5,103.754,
2019-10-01,20951.088,3.6,103.961,99.81204391063574
2019-11-01,,3.6,103.997,
2019-12-01,,3.6,104.282,
2020-01-01,20665.553,3.5,104.458,98.45174071502015
2020-02-01,,3.5,104.551,
2020-03-01,,4.4,104.238,
2020-04-01,19034.83,14.7,103.796,90.68289378534836
2020-05-01,,13.2,103.89,
2020-06-01,,11.0,104.199,
2020-07-01,20511.785,10.2,104.541,97.7191821782964
2020-08-01,,8.4,104.869,
2020-09-01,,7.9,105.048,
2020-10-01,20724.128,6.9,105.124,98.73079498046286
2020-11-01,,6.7,105.197,
2020-12-01,,6.7,105.707,
2021-01-01,20990.541,6.3,106.145,100.0
2021-02-01,,6.2,106.522,
2021-03-01,,6.1,107.066,
2021-04-01,21309.544,6.1,107.662,101.5197464419807
2021-05-01,,5.8,108.207,
2021-06-01,,5.9,108.755,
2021-07-01,21483.083,5.4,109.28,102.34649502363943
2021-08-01,,5.2,109.74,
2021-09-01,,4.8,110.096,
2021-10-01,21847.602,4.5,110.808,104.0830819939324
2021-11-01,,4.2,111.494,
2021-12-01,,3.9,112.24,
2022-01-01,21738.871,4.0,112.829,103.56508200527084
2022-02-01,,3.8,113.496,
2022-03-01,,3.6,114.446,
2022-04-01,21708.16,3.6,114.789,103.41877324648279
2022-05-01,,3.6,115.446,
2022-06-01,,3.6,116.495,
2022-07-01,21851.134,3.5,116.511,104.09990862074491
2022-08-01,,3.7,116.89,
2022-09-01,,3.5,117.314,
2022-10-01,21989.981,3.7,117.842,104.76138275807183
2022-11-01,,3.6,118.104,
2022-12-01,,3.5,118.348,
2023-01-01,22112.329,3.4,119.011,105.3442548241134
2023-02-01,,3.6,119.386,
2023-03-01,,3.5,119.53,
2023-04-01,22225.35,3.4,119.893,105.8826925899623
2023-05-01,,3.7,120.02,
2023-06-01,,3.6,120.221,
2023-07-01,22506.365,3.5,120.438,107.22146227674646
2023-08-01,,3.8,120.877,
2023-09-01,,3.8,121.325,
2023-10-01,,3.9,121.385,
2023-11-01,,3.7,,
